world_rank,university_name,Country,Region,Climate,Tuition_Fees (USD)[10076-49933],Average_Living_Cost (USD),Scholarship_Option(yes/no),Global_Ranking,Internship_Placement_Rate(%),Research_Opportunities,Teaching_Method,Faculty_Credentials (%),Degree_Recognition,Student_Satisfaction_Rate (%),Course_Flexibility,Dual_Degree_Programs,Transfer_Options,Living_Conditions,Average_Placement_(LPA)[5-19.94],Global_Certifications,Alumni_Network,Scholarship_Program,Scholarship_Amount(USD),Visa_Sponsorship,Visa_Sponsorship_Details,Language_Requirements,Aptitude_Test_Requirements,Top_Hiring_Industries,Fields_of Study Available,Year_Established,Program_Duration (Years),Student Facilities,Dining Options,Acceptance_Rate(%),Application_Deadlines,Interview Requirement,Student Support Services,Class Size,Safety Index (%),Currency Used,College Recognition and Awards,Early Decision,Waitlist Acceptance Rate (%),Open Electives Per Stream,Student Exchange Program,Local Attractions,Accessibility for Students with Disabilities,Quality of Mentors (Rating out of 10),Gap Year Support,Recommendation Letters Requirement,Embassy Support,Events,Smart Classroom Features,Collaborative Study Spaces,Retention Rate (%),Summer and Winter Internship
401-500,University of Canterbury,USA,Oceania,Continental,44263,13680,No,402,87.57990012,Yes,In-person,95,International,74,Medium,Yes,Yes,Low,18.13,Yes,Active,Full Scholarship,25481.44,Yes,No Sponsorship,German,IELTS,Tech,Business,1875,4,Library,Food Court,19,Nov-01,Yes,Yes,30,90,USD,Global Ranking Top 100,Yes,8,10,Yes,Hiking Trails,Good,9.086869621,Available,Yes,High,17,Yes,No,79.50001695,Yes
401-500,University of Aveiro,Canada,Europe,Arid,47097,20647,No,403,85.41047609,No,Online,84,Regional,93,Low,Yes,Yes,Low,6.1,No,Active,Full Scholarship,32509.35,Yes,Full Sponsorship,English,GRE,Healthcare,Technology,1881,5,Labs,Cafeteria,26,Apr-30,No,Yes,41,85,USD,Regional Award,No,0,7,No,Wineries,Excellent,8.650234877,Available,Yes,High,36,No,No,87.19189063,No
501-600,Mahidol University,Canada,North America,Temperate,38769,11812,Yes,403,80.25061481,Yes,Hybrid,89,International,97,Medium,Yes,No,Medium,8.97,Yes,Active,Partial Scholarship,36965.83,Yes,Partial Sponsorship,French,None,Tech,Technology,1854,3,Gym,Food Court,20,Nov-01,Yes,No,15,85,USD,National Recognition,Yes,0,2,Yes,Waterfalls,Average,8.224994964,Available,Yes,Low,60,Yes,No,77.22251082,No
601-800,China University of Geosciences (Wuhan),UK,Oceania,Temperate,37214,23130,No,403,79.03989352,Yes,In-person,82,International,93,Medium,No,No,High,8.49,No,Inactive,Partial Scholarship,6813.14,No,Partial Sponsorship,English,IELTS,Tech,Science,1843,3,Sports Complex,Restaurants,50,Nov-01,Yes,No,13,85,USD,National Recognition,No,10,9,No,Lakes,Good,6.382274721,Available,Yes,High,84,Yes,No,78.18174369,No
401-500,University of Palermo,Canada,Asia,Continental,28008,8354,No,404,98.92823447,Yes,Online,81,National,60,Low,Yes,No,Medium,13.92,Yes,Inactive,Full Scholarship,3185.15,No,Full Sponsorship,Spanish,IELTS,Consulting,Technology,1932,4,Sports Complex,Restaurants,22,Jan-15,Yes,No,18,85,USD,Global Ranking Top 100,Yes,4,7,Yes,Ski Resorts,Excellent,8.079171151,Available,No,High,89,Yes,Yes,90.15602337,Yes
301-350,University of Essex,Germany,Europe,Temperate,23347,17286,No,405,97.62427269,No,In-person,87,National,97,Low,No,Yes,High,7.78,Yes,Inactive,Partial Scholarship,10117.32,No,No Sponsorship,Mandarin,GRE,Healthcare,Technology,2011,4,Labs,Food Court,36,Nov-01,Yes,Yes,46,90,USD,Global Ranking Top 100,No,9,5,No,Historical Sites,Good,6.905272142,Available,Yes,High,11,No,Yes,83.81266862,Yes
94,University of Bonn,USA,Europe,Tropical,44948,22682,No,406,84.08174458,Yes,Online,93,National,90,Medium,Yes,No,Medium,9.98,Yes,Active,Full Scholarship,48622.58,No,Full Sponsorship,English,GRE,Healthcare,Arts,1806,3,Library,Restaurants,38,Nov-01,No,No,35,80,USD,Regional Award,Yes,0,9,No,Waterfronts,Average,8.993906338,Available,Yes,High,87,Yes,Yes,75.33361883,No
501-600,Oklahoma State University,USA,Asia,Arid,21500,14579,No,406,77.75639944,No,Hybrid,99,Regional,61,Medium,No,No,Medium,19.87,No,Active,No Scholarship,39011.02,No,Full Sponsorship,English,IELTS,Finance,Business,1835,5,Library,Restaurants,13,Nov-01,Yes,No,22,85,USD,National Recognition,No,7,1,No,Theaters,Excellent,9.808266299,Not Available,Yes,Low,96,Yes,Yes,91.67050808,No
129,"Royal Holloway, University of London",UK,Asia,Temperate,14777,23001,No,407,89.56024366,No,In-person,76,International,84,Medium,No,Yes,Medium,11.64,Yes,Inactive,No Scholarship,4366.17,No,Full Sponsorship,German,IELTS,Finance,Business,1914,3,Library,Cafeteria,22,Nov-01,No,Yes,22,95,USD,Regional Award,No,4,2,Yes,Cliffs,Excellent,6.91869302,Available,Yes,Medium,61,Yes,No,82.07164317,No
351-400,University of Texas at San Antonio,Australia,Oceania,Continental,42227,14685,Yes,407,93.428448,No,In-person,82,International,86,High,Yes,Yes,Low,6.11,No,Inactive,No Scholarship,10986.85,No,No Sponsorship,Mandarin,IELTS,Consulting,Science,1834,4,Library,Cafeteria,16,Apr-30,Yes,No,26,95,USD,National Recognition,No,3,7,Yes,Festivals,Average,9.820286294,Not Available,Yes,High,33,Yes,No,81.36451894,Yes
251-300,Tomsk Polytechnic University,Australia,Europe,Continental,28726,14666,No,408,69.77290082,Yes,In-person,80,Regional,73,High,Yes,Yes,High,15.8,Yes,Active,Full Scholarship,6263.74,No,Full Sponsorship,Mandarin,None,Healthcare,Business,1869,5,Gym,Cafeteria,22,Jan-15,No,Yes,39,95,USD,Regional Award,Yes,3,9,No,Nature Reserves,Excellent,6.206508094,Available,Yes,Low,63,Yes,Yes,76.57630129,No
301-350,University of Greifswald,Australia,North America,Temperate,21717,19472,Yes,410,54.50468144,No,Online,83,Regional,96,Medium,No,No,High,16.94,No,Inactive,Full Scholarship,35041.45,Yes,No Sponsorship,French,None,Finance,Business,1898,4,Sports Complex,Restaurants,9,Jan-15,No,Yes,35,85,USD,Global Ranking Top 100,No,6,7,Yes,River Walks,Good,9.50556867,Not Available,No,Medium,10,No,No,72.19064292,Yes
601-800,EÃ¶tvÃ¶s LorÃ¡nd University,Canada,Asia,Arid,13061,21278,Yes,413,71.58515718,Yes,Online,93,Regional,84,High,Yes,Yes,Medium,17.31,Yes,Inactive,Full Scholarship,26300.86,Yes,Full Sponsorship,English,TOEFL,Manufacturing,Law,1871,3,Library,Restaurants,13,Jan-15,No,Yes,32,95,USD,Global Ranking Top 100,No,6,8,No,Beaches and Coastal Areas,Average,7.624105262,Not Available,Yes,Low,10,Yes,No,72.11751083,No
401-500,National Autonomous University of Mexico,UK,Asia,Tropical,41601,10698,Yes,414,89.31320743,No,In-person,98,Regional,79,High,No,No,Low,17.63,Yes,Inactive,Full Scholarship,31309.38,No,Full Sponsorship,French,IELTS,Consulting,Engineering,1852,3,Gym,Food Court,45,Apr-30,No,No,16,85,GBP,Global Ranking Top 100,Yes,9,6,Yes,Wildlife Sanctuaries,Average,8.061430423,Not Available,No,High,52,No,No,76.30839798,No
201-250,University of Illinois at Chicago,Germany,Europe,Temperate,47420,24217,No,415,61.62511573,Yes,In-person,96,International,66,Medium,Yes,Yes,Medium,5.49,No,Active,Full Scholarship,2486.58,Yes,Partial Sponsorship,English,IELTS,Healthcare,Business,1951,3,Library,Cafeteria,19,Nov-01,No,Yes,49,85,EUR,Regional Award,No,9,9,No,Zoos,Excellent,8.732546482,Not Available,Yes,Low,22,Yes,Yes,73.72876418,Yes
251-300,Queensland University of Technology,USA,Asia,Temperate,31914,12074,Yes,415,64.86879276,Yes,In-person,89,Regional,94,Medium,No,Yes,High,14.14,No,Active,Full Scholarship,7891.98,Yes,No Sponsorship,Mandarin,TOEFL,Tech,Business,1985,5,Library,Cafeteria,24,Nov-01,No,No,30,85,EUR,Global Ranking Top 100,No,10,6,No,Concert Halls,Good,8.30431933,Not Available,Yes,High,95,Yes,No,95.16566559,Yes
401-500,University of Genoa,Germany,North America,Temperate,21386,10700,No,415,78.13021547,Yes,Online,80,Regional,78,Low,Yes,No,Low,6.17,No,Inactive,Full Scholarship,25347.77,No,Full Sponsorship,Spanish,IELTS,Healthcare,Technology,1831,4,Sports Complex,Food Court,12,Jan-15,Yes,Yes,35,85,USD,Regional Award,Yes,7,8,Yes,Parks and Green Spaces,Good,9.721825672,Not Available,Yes,Medium,53,No,Yes,84.93241,Yes
501-600,Central Queensland University,USA,Asia,Continental,18717,17171,No,415,51.98947595,No,In-person,78,Regional,63,Low,Yes,No,Medium,16.3,Yes,Active,Partial Scholarship,16336.05,Yes,Partial Sponsorship,English,TOEFL,Manufacturing,Engineering,1896,5,Library,Restaurants,41,Nov-01,Yes,Yes,33,80,USD,Regional Award,No,0,6,Yes,Castles,Good,8.201683851,Not Available,Yes,High,57,No,No,94.65362314,No
351-400,University of Missouri,UK,Europe,Continental,11520,20990,Yes,416,79.00433146,Yes,Hybrid,88,International,69,High,Yes,No,Medium,16.96,No,Inactive,No Scholarship,4436.65,Yes,Partial Sponsorship,English,GRE,Consulting,Arts,1881,5,Gym,Food Court,37,Nov-01,No,No,35,95,EUR,Global Ranking Top 100,No,2,4,Yes,Shopping Districts,Good,6.289471812,Available,No,Low,86,No,Yes,74.23110042,No
401-500,Universiti Teknologi Malaysia,USA,Oceania,Temperate,19667,8837,No,416,74.28636501,Yes,Online,87,Regional,64,High,Yes,No,High,15.55,Yes,Active,No Scholarship,26831.04,No,No Sponsorship,Mandarin,GRE,Healthcare,Science,1803,4,Gym,Cafeteria,13,Apr-30,Yes,Yes,43,95,EUR,Regional Award,Yes,1,7,No,Concert Halls,Excellent,7.573368089,Not Available,No,Medium,45,No,No,94.11150434,No
81,Uppsala University,Canada,Asia,Continental,19579,11985,No,417,78.95356883,No,Online,72,National,69,High,Yes,Yes,High,12.33,No,Inactive,Full Scholarship,21499.55,Yes,Partial Sponsorship,English,IELTS,Tech,Science,1830,4,Sports Complex,Food Court,9,Nov-01,Yes,No,39,80,USD,National Recognition,Yes,5,10,No,Beaches and Coastal Areas,Excellent,8.659490422,Available,Yes,Medium,99,Yes,No,79.46564581,No
153,Sungkyunkwan University (SKKU),Canada,Europe,Tropical,48907,21056,No,417,90.1656546,Yes,Online,78,National,69,High,No,Yes,Medium,9.55,Yes,Inactive,Full Scholarship,30402.48,No,Full Sponsorship,English,GRE,Tech,Engineering,1854,3,Gym,Food Court,49,Apr-30,No,Yes,32,80,GBP,Global Ranking Top 100,Yes,4,1,Yes,Zoos,Excellent,7.477969228,Available,No,Low,98,No,No,89.25806421,No
601-800,Federal University of Rio Grande do Sul,Australia,North America,Temperate,49216,17753,Yes,417,54.61784947,No,Online,83,Regional,64,Low,No,Yes,Low,9.8,Yes,Active,Full Scholarship,15338.78,No,Partial Sponsorship,German,IELTS,Healthcare,Engineering,1890,5,Library,Food Court,24,Nov-01,Yes,Yes,32,80,GBP,Regional Award,Yes,9,6,No,Vineyards,Average,6.490612928,Available,Yes,Medium,69,No,No,76.31055725,Yes
147,University of Virginia,Germany,Oceania,Temperate,34164,15409,Yes,418,91.02683955,No,Hybrid,78,Regional,77,Low,Yes,Yes,Medium,9.07,No,Active,No Scholarship,21139.52,No,Partial Sponsorship,German,IELTS,Finance,Science,1870,5,Labs,Restaurants,42,Apr-30,Yes,Yes,27,85,USD,Regional Award,Yes,0,9,Yes,Parks,Average,8.78383775,Not Available,Yes,Low,47,Yes,Yes,74.07231159,No
351-400,University of JyvÃ¤skylÃ¤,Germany,North America,Arid,21376,11620,No,418,81.98583041,Yes,Hybrid,90,National,76,Low,No,Yes,Low,16,No,Active,Full Scholarship,36194.1,Yes,Full Sponsorship,Spanish,GRE,Consulting,Business,2019,4,Gym,Cafeteria,26,Apr-30,Yes,Yes,24,80,EUR,Regional Award,No,7,7,Yes,Art Galleries,Excellent,9.0191063,Not Available,Yes,Medium,70,Yes,No,96.5556221,No
601-800,Universiti Putra Malaysia,Germany,North America,Temperate,26830,24228,Yes,418,70.88567389,No,Hybrid,74,Regional,90,Medium,No,Yes,Low,5.34,No,Active,Partial Scholarship,3148.4,Yes,Partial Sponsorship,Mandarin,TOEFL,Finance,Science,1932,3,Gym,Cafeteria,45,Apr-30,No,Yes,28,90,EUR,National Recognition,No,6,3,Yes,Religious Sites,Good,9.387336551,Available,Yes,High,29,Yes,Yes,85.86972691,Yes
401-500,University of San Francisco,Germany,Oceania,Temperate,41869,22025,Yes,419,92.87061548,Yes,In-person,90,International,84,High,No,No,Medium,10.86,Yes,Active,Partial Scholarship,11225.45,Yes,No Sponsorship,French,None,Consulting,Arts,1935,3,Labs,Cafeteria,20,Nov-01,No,Yes,14,95,GBP,National Recognition,Yes,9,8,Yes,Beaches,Excellent,8.626160613,Not Available,Yes,High,55,No,No,96.57093739,No
501-600,Osaka City University,Germany,Asia,Arid,37234,12647,No,421,91.82573763,No,Online,73,International,74,High,No,No,High,9.86,Yes,Active,Full Scholarship,2992.21,Yes,Full Sponsorship,English,None,Tech,Engineering,2016,4,Library,Cafeteria,15,Jan-15,No,No,17,95,EUR,Regional Award,Yes,2,10,Yes,Library,Average,9.56091398,Not Available,Yes,Medium,13,Yes,Yes,90.36260359,Yes
601-800,National Taipei University of Technology,UK,North America,Tropical,38178,22139,Yes,421,50.22342149,No,In-person,87,Regional,76,Medium,Yes,Yes,Low,12.32,Yes,Inactive,Partial Scholarship,39742.22,No,Full Sponsorship,French,IELTS,Finance,Science,1930,5,Gym,Cafeteria,17,Apr-30,No,No,23,85,EUR,National Recognition,No,0,10,No,Hiking Trails,Excellent,7.974795456,Available,No,Low,17,Yes,No,93.97063419,Yes
301-350,University of Turin,Australia,North America,Tropical,30258,23010,No,422,59.61064403,No,Hybrid,100,International,69,Medium,Yes,Yes,Low,17.27,No,Active,Partial Scholarship,45820.73,No,Full Sponsorship,English,TOEFL,Consulting,Science,1943,5,Labs,Restaurants,10,Jan-15,Yes,No,28,95,USD,National Recognition,No,0,3,No,Art Galleries,Excellent,6.22683922,Not Available,Yes,Low,93,No,Yes,95.70957032,No
26,National University of Singapore,USA,Asia,Continental,16734,17204,No,426,79.94109593,No,In-person,99,National,64,High,No,Yes,Low,13.83,Yes,Inactive,Full Scholarship,22668.19,Yes,Partial Sponsorship,Mandarin,None,Finance,Law,2012,4,Labs,Cafeteria,40,Apr-30,No,No,49,90,USD,Regional Award,No,2,6,Yes,Ruins,Good,8.342743427,Not Available,Yes,Medium,32,No,No,90.14398441,No
251-300,Osaka University,Canada,Asia,Tropical,46934,19734,Yes,426,80.56488502,Yes,Online,96,Regional,97,Medium,Yes,Yes,Medium,16.43,Yes,Inactive,Full Scholarship,29370.44,Yes,Partial Sponsorship,French,GRE,Healthcare,Technology,1805,3,Gym,Restaurants,41,Jan-15,Yes,No,42,80,GBP,National Recognition,No,10,1,No,Wineries,Average,9.753511326,Available,Yes,Medium,12,No,Yes,88.83709642,Yes
301-350,Technical University of Dortmund,Australia,Europe,Tropical,25443,19785,Yes,426,55.10761611,No,Hybrid,88,Regional,95,High,No,Yes,Low,8.48,No,Inactive,Full Scholarship,6399.44,Yes,Partial Sponsorship,Spanish,TOEFL,Manufacturing,Business,1973,3,Library,Food Court,50,Apr-30,No,No,50,90,GBP,Regional Award,No,1,8,Yes,Islands,Good,8.393364961,Not Available,No,High,46,No,No,86.54390908,Yes
301-350,National Chiao Tung University,USA,Europe,Continental,11463,23325,Yes,427,65.08112428,Yes,Online,95,National,95,Low,Yes,No,Medium,11.21,Yes,Active,No Scholarship,3794.06,Yes,Full Sponsorship,German,IELTS,Healthcare,Technology,1949,4,Labs,Cafeteria,34,Apr-30,Yes,Yes,12,85,EUR,Global Ranking Top 100,Yes,2,3,No,Temples,Average,6.748622099,Not Available,No,High,68,No,Yes,92.04838209,No
201-250,Dalhousie University,Australia,Europe,Continental,30397,11709,Yes,428,90.34775366,No,Hybrid,73,International,86,Low,No,No,High,5.17,Yes,Inactive,No Scholarship,42442.94,No,No Sponsorship,Spanish,TOEFL,Manufacturing,Law,1849,4,Labs,Cafeteria,6,Jan-15,No,Yes,22,95,EUR,Global Ranking Top 100,No,9,4,No,Palaces,Good,8.256398508,Available,Yes,High,13,Yes,No,83.5893201,No
120,University of Cape Town,UK,Oceania,Tropical,16835,12091,No,430,94.73649789,No,Online,94,National,91,Medium,No,No,Low,12.4,No,Inactive,Full Scholarship,32810.09,No,Partial Sponsorship,English,None,Finance,Engineering,1980,4,Library,Cafeteria,27,Nov-01,Yes,Yes,41,95,EUR,Regional Award,Yes,6,7,Yes,Lakes,Good,6.157300717,Not Available,Yes,Low,99,Yes,No,88.90651974,Yes
401-500,National and Kapodistrian University of Athens,Germany,Europe,Arid,26856,23241,No,430,51.95325531,No,In-person,83,Regional,94,High,Yes,No,High,15.46,Yes,Active,Full Scholarship,9528.3,Yes,No Sponsorship,French,TOEFL,Consulting,Science,1905,5,Labs,Food Court,45,Apr-30,No,Yes,36,80,USD,National Recognition,Yes,1,8,No,Hot Springs,Average,9.729435213,Not Available,Yes,Medium,40,Yes,No,93.61748673,Yes
601-800,Yokohama City University,Australia,Europe,Tropical,49185,20186,No,430,53.90801407,No,Online,86,National,62,Medium,No,No,High,17.05,No,Inactive,No Scholarship,41774.65,No,No Sponsorship,German,GRE,Healthcare,Law,1967,4,Labs,Cafeteria,26,Jan-15,No,No,12,95,USD,Regional Award,Yes,8,9,Yes,Historical Sites,Good,6.393948318,Not Available,No,Low,68,Yes,Yes,87.85524269,No
106,Aarhus University,Canada,North America,Tropical,37718,13065,Yes,431,72.34927276,No,Hybrid,99,International,82,High,No,Yes,High,15.58,Yes,Inactive,Partial Scholarship,41677.61,No,No Sponsorship,Spanish,IELTS,Healthcare,Technology,1918,3,Gym,Cafeteria,33,Apr-30,No,No,25,95,USD,Regional Award,No,3,5,No,National Monuments,Excellent,6.526899106,Available,Yes,High,39,No,No,88.45085353,No
188,Paris-Sud University,Canada,Oceania,Tropical,42693,17525,Yes,432,90.78407152,No,In-person,73,International,98,High,Yes,Yes,Low,12.67,No,Inactive,No Scholarship,45786.28,Yes,Partial Sponsorship,English,None,Manufacturing,Business,1873,4,Library,Restaurants,43,Jan-15,No,No,33,95,GBP,Global Ranking Top 100,Yes,10,10,Yes,Theme Parks,Average,7.278720069,Not Available,No,Medium,95,Yes,No,89.1115113,Yes
201-250,Technical University of Darmstadt,Germany,Europe,Arid,40411,9433,No,432,82.00575099,No,Hybrid,71,International,77,High,No,Yes,Low,12.93,No,Inactive,Full Scholarship,6956.58,Yes,No Sponsorship,English,TOEFL,Finance,Arts,1953,5,Library,Restaurants,34,Nov-01,No,Yes,19,80,EUR,National Recognition,No,0,9,Yes,Sports Stadiums,Excellent,9.996691937,Not Available,No,High,15,No,No,97.1660569,Yes
501-600,Semmelweis University,Canada,North America,Temperate,46310,8989,Yes,432,76.42135133,Yes,Online,74,National,85,Medium,Yes,Yes,High,13.4,Yes,Active,Full Scholarship,17052.33,Yes,No Sponsorship,German,None,Consulting,Business,1945,4,Gym,Cafeteria,38,Apr-30,No,No,10,85,GBP,Regional Award,No,10,4,No,Ski Resorts,Excellent,8.682674382,Not Available,Yes,Low,70,No,Yes,78.57727574,Yes
13,"University of California, Berkeley",UK,North America,Temperate,41697,16629,Yes,433,98.40908012,No,Online,73,National,93,Low,No,Yes,High,7.18,No,Inactive,Partial Scholarship,20785.64,Yes,Full Sponsorship,English,IELTS,Tech,Business,1815,5,Sports Complex,Restaurants,42,Nov-01,No,No,24,95,GBP,Global Ranking Top 100,Yes,9,8,No,Islands,Good,8.451722104,Available,Yes,Medium,39,No,Yes,70.86907005,Yes
351-400,University of St Gallen,Canada,Oceania,Tropical,35439,15803,Yes,433,98.80715179,No,Hybrid,73,National,95,Medium,No,Yes,Medium,16.95,No,Inactive,Partial Scholarship,48505.79,Yes,No Sponsorship,Mandarin,IELTS,Tech,Arts,2009,5,Labs,Food Court,24,Jan-15,Yes,Yes,46,90,GBP,National Recognition,Yes,10,2,No,Natural Springs,Excellent,6.535098678,Available,No,Medium,83,Yes,Yes,96.21143169,Yes
501-600,China Agricultural University,Australia,Asia,Temperate,47005,23331,Yes,434,57.34841573,No,Hybrid,81,National,97,Medium,No,No,High,14.55,No,Active,No Scholarship,3975.91,Yes,Full Sponsorship,French,TOEFL,Tech,Technology,1954,4,Gym,Food Court,12,Jan-15,No,No,49,80,GBP,Global Ranking Top 100,Yes,6,1,Yes,Temples,Average,9.654573626,Available,Yes,High,59,No,Yes,72.57178941,No
501-600,PalackÃ½ University in Olomouc,Germany,Asia,Temperate,15364,24021,No,435,91.88471174,Yes,Online,91,National,82,High,No,Yes,Medium,11.82,Yes,Inactive,No Scholarship,2430.41,No,Full Sponsorship,English,GRE,Finance,Engineering,1885,3,Sports Complex,Cafeteria,39,Jan-15,No,Yes,16,80,GBP,National Recognition,No,6,8,No,Theme Parks,Excellent,6.171232996,Available,Yes,Low,27,No,Yes,98.90469805,Yes
251-300,University of Wollongong,UK,Asia,Temperate,33837,13373,No,436,51.89849363,No,Hybrid,93,Regional,68,High,No,No,Medium,16.41,Yes,Active,Full Scholarship,16302.86,Yes,Full Sponsorship,Spanish,None,Manufacturing,Science,1919,4,Gym,Food Court,42,Jan-15,No,Yes,10,90,GBP,Global Ranking Top 100,No,1,1,No,Parks and Green Spaces,Average,9.797623944,Not Available,Yes,Medium,81,Yes,No,87.64651678,Yes
54,Ã‰cole Normale SupÃ©rieure,Australia,Oceania,Arid,30361,18864,Yes,437,81.69034659,No,Online,87,Regional,70,Low,Yes,No,Medium,10.14,Yes,Active,No Scholarship,15421.02,No,Partial Sponsorship,Mandarin,GRE,Manufacturing,Engineering,1905,3,Sports Complex,Restaurants,8,Apr-30,No,No,28,85,USD,Global Ranking Top 100,Yes,8,5,Yes,Beaches and Coastal Areas,Average,6.249009128,Not Available,Yes,High,12,Yes,No,83.01426349,No
136,Stockholm University,UK,Europe,Tropical,34836,12849,No,439,63.15582822,Yes,In-person,91,Regional,68,Medium,No,Yes,Low,16.18,Yes,Inactive,No Scholarship,38216.23,No,Partial Sponsorship,Spanish,IELTS,Manufacturing,Law,1894,4,Gym,Cafeteria,14,Apr-30,Yes,Yes,16,85,EUR,Regional Award,No,2,8,Yes,Cliffs,Average,8.195472737,Available,No,Medium,45,No,No,75.23847875,Yes
301-350,Gwangju Institute of Science and Technology,Canada,Europe,Arid,49691,14941,No,440,74.36284524,No,Hybrid,84,National,96,Medium,Yes,No,High,11.38,Yes,Active,No Scholarship,16659.07,Yes,No Sponsorship,Mandarin,TOEFL,Tech,Arts,1952,5,Sports Complex,Food Court,36,Apr-30,No,No,45,80,USD,Global Ranking Top 100,Yes,3,10,Yes,Parks and Green Spaces,Average,9.549290339,Available,Yes,Medium,88,No,Yes,95.73753915,No
601-800,University of Southern Queensland,Canada,Europe,Temperate,35814,19531,No,440,95.63254213,Yes,In-person,96,International,90,Low,Yes,No,Medium,10.02,Yes,Inactive,Partial Scholarship,32587.27,Yes,Partial Sponsorship,English,TOEFL,Consulting,Arts,1969,3,Sports Complex,Cafeteria,22,Jan-15,Yes,No,43,90,USD,Global Ranking Top 100,No,6,2,Yes,Parks,Excellent,7.899870314,Available,Yes,Low,19,No,No,90.48088742,No
351-400,University of Eastern Finland,USA,Europe,Temperate,47153,13992,No,441,67.57290606,Yes,Hybrid,71,National,79,High,Yes,Yes,High,8.52,Yes,Active,Full Scholarship,8109.16,No,No Sponsorship,English,TOEFL,Manufacturing,Engineering,1972,3,Labs,Food Court,43,Apr-30,No,No,27,80,USD,Global Ranking Top 100,No,2,7,Yes,Vineyards,Average,6.952196426,Available,Yes,High,57,No,No,87.67882098,Yes
59,Hong Kong University of Science and Technology,Germany,Europe,Continental,45329,18123,No,442,80.21415258,Yes,In-person,75,National,60,Medium,Yes,Yes,Low,12.69,No,Active,Full Scholarship,19349.79,Yes,Full Sponsorship,German,GRE,Manufacturing,Science,1848,5,Labs,Cafeteria,27,Jan-15,No,Yes,41,85,USD,Global Ranking Top 100,No,9,5,Yes,Piers and Harbors,Excellent,6.638913739,Not Available,Yes,Medium,22,No,Yes,78.41412956,No
501-600,University of Wisconsin-Milwaukee,Canada,Europe,Temperate,38477,24292,Yes,442,61.97635717,Yes,Hybrid,87,National,69,High,Yes,Yes,Low,19.76,Yes,Active,Partial Scholarship,28578.22,No,No Sponsorship,German,GRE,Consulting,Law,1905,5,Gym,Restaurants,7,Nov-01,No,No,38,80,GBP,Regional Award,Yes,5,5,No,Islands,Good,6.001725543,Not Available,No,Low,100,No,No,81.73506364,Yes
